"Date","Price","Open","High","Low","Vol.","Change %"
"May 11, 2020","87.90","85.08","88.46","83.98","19.22M","4.69%"
"May 08, 2020","83.96","84.42","84.66","82.45","20.19M","-0.31%"
"May 07, 2020","84.22","86.52","86.84","83.56","11.94M","-1.40%"
"May 06, 2020","85.42","86.28","88.14","85.25","17.04M","0.06%"
"May 05, 2020","85.37","82.95","86.48","82.59","10.93M","4.29%"
"May 04, 2020","81.86","82.22","82.84","81.12","6.83M","-1.18%"
"May 01, 2020","82.84","81.95","84.23","80.50","12.71M","0.78%"
"Apr 30, 2020","82.20","82.97","83.26","81.23","15.54M","-1.86%"
"Apr 29, 2020","83.76","83.72","84.75","82.14","8.23M","1.21%"
"Apr 28, 2020","82.76","85.70","85.97","82.37","8.34M","-2.28%"
"Apr 27, 2020","84.69","84.03","84.92","83.78","9.21M","1.32%"
"Apr 24, 2020","83.59","82.87","83.67","82.35","6.77M","1.89%"
"Apr 23, 2020","82.04","82.18","83.83","81.96","7.87M","0.70%"
"Apr 22, 2020","81.47","81.23","82.45","80.73","7.03M","1.38%"
"Apr 21, 2020","80.36","82.51","82.97","80.02","9.63M","-4.32%"
"Apr 20, 2020","83.99","83.54","85.33","82.63","9.13M","0.65%"
"Apr 17, 2020","83.45","84.00","84.79","82.50","10.73M","1.94%"
"Apr 16, 2020","81.86","82.73","83.72","81.58","10.33M","0.05%"
"Apr 15, 2020","81.82","80.51","83.04","79.62","8.98M","-0.38%"
"Apr 14, 2020","82.13","80.62","82.85","80.29","11.07M","2.28%"
"Apr 13, 2020","80.30","80.66","81.33","78.66","9.29M","0.69%"
"Apr 09, 2020","79.75","78.56","80.08","78.56","9.43M","1.51%"
"Apr 08, 2020","78.56","76.44","78.98","74.78","12.22M","4.20%"
"Apr 07, 2020","75.39","78.38","78.58","75.25","11.59M","-0.45%"
"Apr 06, 2020","75.73","75.74","77.26","74.03","10.27M","3.22%"
"Apr 03, 2020","73.37","74.65","75.44","72.55","8.06M","-2.34%"
"Apr 02, 2020","75.13","72.78","75.50","71.46","8.08M","2.33%"
"Apr 01, 2020","73.42","72.12","73.99","71.43","12.95M","-3.64%"
"Mar 31, 2020","76.19","75.40","77.92","74.44","20.48M","1.26%"
"Mar 30, 2020","75.24","73.52","76.24","73.47","10.67M","3.54%"
"Mar 27, 2020","72.67","71.63","75.06","70.71","12.29M","-1.57%"
"Mar 26, 2020","73.83","68.82","74.31","68.76","15.99M","8.72%"
"Mar 25, 2020","67.91","67.92","70.67","65.55","20.02M","0.62%"
"Mar 24, 2020","67.49","68.16","71.82","67.09","18.38M","4.64%"
"Mar 23, 2020","64.50","67.38","67.75","62.55","19.22M","-6.28%"
"Mar 20, 2020","68.82","73.00","73.00","66.81","18.84M","-3.15%"
"Mar 19, 2020","71.06","69.10","74.85","65.33","19.74M","0.04%"
"Mar 18, 2020","71.03","70.00","71.39","64.69","23.71M","-2.73%"
"Mar 17, 2020","73.02","75.71","77.71","69.99","23.20M","-1.68%"
"Mar 16, 2020","74.27","79.00","82.18","73.58","20.92M","-13.00%"
"Mar 13, 2020","85.37","83.36","86.32","80.69","21.87M","8.60%"
"Mar 12, 2020","78.61","78.85","81.29","77.06","19.94M","-7.35%"
"Mar 11, 2020","84.85","85.80","86.64","83.57","10.39M","-3.06%"
"Mar 10, 2020","87.53","88.19","88.22","83.76","12.97M","2.65%"
"Mar 09, 2020","85.27","84.00","87.34","82.43","15.81M","-4.00%"
"Mar 06, 2020","88.82","88.73","89.76","87.26","12.66M","-1.98%"
"Mar 05, 2020","90.61","90.06","91.71","89.43","9.69M","-1.24%"
"Mar 04, 2020","91.75","89.27","91.86","88.95","16.59M","4.77%"
"Mar 03, 2020","87.57","89.44","90.90","85.66","12.66M","-1.26%"
"Mar 02, 2020","88.69","86.00","88.78","83.55","12.17M","3.48%"
"Feb 28, 2020","85.71","82.79","85.71","81.58","18.46M","0.34%"
"Feb 27, 2020","85.42","86.19","89.45","84.20","14.18M","-3.38%"
"Feb 26, 2020","88.41","88.62","91.17","88.19","9.79M","-0.86%"
"Feb 25, 2020","89.18","93.32","93.46","88.11","11.37M","-4.25%"
"Feb 24, 2020","93.14","92.17","93.87","92.14","10.71M","-1.92%"
"Feb 21, 2020","94.96","93.96","95.52","93.38","6.68M","0.77%"
"Feb 20, 2020","94.23","93.93","94.39","92.59","5.45M","0.10%"
"Feb 19, 2020","94.14","93.77","94.79","93.02","6.35M","0.57%"
"Feb 18, 2020","93.61","93.67","94.50","93.26","9.41M","-0.47%"
"Feb 14, 2020","94.05","95.23","95.30","93.77","11.18M","-1.36%"
"Feb 13, 2020","95.35","96.85","97.36","95.23","10.61M","-2.50%"
"Feb 12, 2020","97.79","95.98","97.86","95.71","10.59M","1.86%"
"Feb 11, 2020","96.00","95.26","97.08","95.01","10.68M","1.32%"
"Feb 10, 2020","94.75","92.36","95.50","92.11","14.00M","2.67%"
"Feb 07, 2020","92.29","89.74","92.98","88.88","19.09M","5.86%"
"Feb 06, 2020","87.18","87.89","87.96","86.22","7.77M","0.63%"
"Feb 05, 2020","86.63","85.06","87.14","84.88","10.02M","2.69%"
"Feb 04, 2020","84.36","83.59","84.71","83.59","8.25M","2.50%"
"Feb 03, 2020","82.30","81.31","82.60","80.92","10.15M","1.58%"
"Jan 31, 2020","81.02","81.54","81.72","80.41","13.87M","-0.93%"
"Jan 30, 2020","81.78","82.58","82.79","81.18","10.87M","-1.71%"
"Jan 29, 2020","83.20","83.80","84.00","83.13","5.70M","-0.68%"
"Jan 28, 2020","83.77","84.99","84.99","83.64","8.61M","-0.30%"
"Jan 27, 2020","84.02","85.05","85.93","84.00","13.83M","0.57%"
"Jan 24, 2020","83.54","85.43","85.48","82.76","13.22M","-2.03%"
"Jan 23, 2020","85.27","87.05","87.07","84.99","12.27M","-2.22%"
"Jan 22, 2020","87.21","88.03","88.17","87.15","6.44M","-0.89%"
"Jan 21, 2020","87.99","87.68","88.53","87.56","13.55M","-0.01%"
"Jan 17, 2020","88.00","89.13","89.27","87.79","10.12M","-1.41%"
"Jan 16, 2020","89.26","89.31","89.80","88.92","7.07M","0.00%"
"Jan 15, 2020","89.26","88.18","89.88","88.18","8.49M","1.20%"
"Jan 14, 2020","88.20","87.10","88.44","86.77","8.88M","-0.36%"
"Jan 13, 2020","88.52","89.50","89.50","87.92","9.30M","-0.61%"
"Jan 10, 2020","89.06","90.23","90.29","88.83","8.58M","-1.27%"
"Jan 09, 2020","90.21","90.01","90.23","89.05","7.52M","0.77%"
"Jan 08, 2020","89.52","89.15","90.06","88.87","7.70M","0.71%"
"Jan 07, 2020","88.89","88.93","89.54","88.26","7.26M","-0.57%"
"Jan 06, 2020","89.40","88.22","89.62","87.98","6.79M","0.79%"
"Jan 03, 2020","88.70","88.17","89.39","87.90","5.99M","-0.95%"
"Jan 02, 2020","89.55","89.08","89.57","88.51","5.16M","1.14%"
"Dec 31, 2019","88.54","88.21","88.60","87.88","4.70M","0.02%"
"Dec 30, 2019","88.52","89.22","89.73","88.16","7.02M","-0.76%"
"Dec 27, 2019","89.20","89.98","90.28","88.83","4.09M","-0.70%"
"Dec 26, 2019","89.83","90.20","90.72","89.45","4.07M","-0.02%"
"Dec 24, 2019","89.85","90.40","90.40","89.43","1.80M","-0.44%"
"Dec 23, 2019","90.25","89.53","90.47","89.33","5.91M","1.08%"
"Dec 20, 2019","89.29","90.40","91.99","89.15","19.14M","0.59%"
"Dec 19, 2019","88.77","89.68","89.68","88.56","5.45M","-0.63%"
"Dec 18, 2019","89.33","90.05","90.18","89.02","6.49M","-0.83%"
"Dec 17, 2019","90.08","90.00","90.17","89.07","8.75M","0.73%"
"Dec 16, 2019","89.43","88.38","90.12","88.26","6.72M","1.81%"
"Dec 13, 2019","87.84","88.78","89.09","87.33","5.98M","-1.00%"
"Dec 12, 2019","88.73","86.76","88.94","86.75","6.26M","2.34%"
"Dec 11, 2019","86.70","86.70","87.26","86.23","7.33M","0.16%"
"Dec 10, 2019","86.56","86.92","86.95","86.21","7.82M","0.14%"
"Dec 09, 2019","86.44","87.22","87.72","86.38","5.67M","-0.62%"
"Dec 06, 2019","86.98","87.21","87.71","86.78","6.05M","0.30%"
"Dec 05, 2019","86.72","87.25","87.25","86.26","6.07M","-0.55%"
"Dec 04, 2019","87.20","86.18","87.55","86.12","6.17M","1.45%"
"Dec 03, 2019","85.95","85.96","86.48","85.59","10.07M","-1.24%"
"Dec 02, 2019","87.03","87.84","88.03","87.00","6.53M","-0.80%"
"Nov 29, 2019","87.73","88.00","88.09","87.22","3.04M","-0.68%"
"Nov 27, 2019","88.33","87.86","88.81","87.61","4.71M","0.70%"
"Nov 26, 2019","87.72","88.15","88.19","86.93","6.43M","-0.05%"
"Nov 25, 2019","87.76","86.85","87.88","86.06","9.52M","1.99%"
"Nov 22, 2019","86.05","86.64","86.79","85.31","7.78M","-0.54%"
"Nov 21, 2019","86.52","86.79","86.87","85.55","9.61M","-0.78%"
"Nov 20, 2019","87.20","88.72","88.72","86.54","10.96M","-2.04%"
"Nov 19, 2019","89.02","89.26","90.41","88.91","7.51M","0.33%"
"Nov 18, 2019","88.73","88.34","89.41","88.32","5.77M","0.11%"
"Nov 15, 2019","88.63","88.10","89.19","87.26","8.04M","1.14%"
"Nov 14, 2019","87.63","86.48","87.75","85.93","5.43M","1.12%"
"Nov 13, 2019","86.66","85.74","87.27","85.33","6.01M","0.25%"
"Nov 12, 2019","86.44","85.60","88.28","85.55","12.17M","0.91%"
"Nov 11, 2019","85.66","84.95","85.68","83.90","8.73M","0.53%"
"Nov 08, 2019","85.21","82.10","85.46","82.09","11.36M","3.90%"
"Nov 07, 2019","82.01","82.21","82.59","81.08","6.56M","-0.09%"
"Nov 06, 2019","82.08","81.77","82.25","80.35","9.30M","0.29%"
"Nov 05, 2019","81.84","83.17","83.40","81.47","7.48M","-1.39%"
"Nov 04, 2019","82.99","82.95","83.32","82.14","9.13M","1.52%"
"Nov 01, 2019","81.75","80.03","82.18","79.13","13.36M","2.77%"
"Oct 31, 2019","79.55","79.71","79.74","78.74","10.01M","-0.14%"
"Oct 30, 2019","79.66","78.51","79.79","78.01","7.22M","1.52%"
"Oct 29, 2019","78.47","78.11","78.74","77.59","6.39M","0.18%"
"Oct 28, 2019","78.33","76.67","78.38","76.49","7.15M","2.35%"
"Oct 25, 2019","76.53","76.39","76.79","76.22","5.50M","-0.35%"
"Oct 24, 2019","76.80","77.84","77.89","76.25","6.33M","-1.22%"
"Oct 23, 2019","77.75","77.79","78.02","77.19","6.20M","-0.15%"
"Oct 22, 2019","77.87","78.05","78.66","77.75","6.86M","0.74%"
"Oct 21, 2019","77.30","76.88","77.85","75.85","7.88M","1.10%"
"Oct 18, 2019","76.46","75.24","77.17","75.21","9.48M","1.76%"
"Oct 17, 2019","75.14","74.99","76.18","74.65","7.36M","0.52%"
"Oct 16, 2019","74.75","74.38","74.98","74.34","8.41M","0.34%"
"Oct 15, 2019","74.50","74.20","74.98","73.80","6.17M","1.00%"
"Oct 14, 2019","73.76","73.65","74.17","73.39","5.12M","0.18%"
"Oct 11, 2019","73.63","73.97","74.34","73.57","7.18M","-1.10%"
"Oct 10, 2019","74.45","73.22","74.63","73.20","7.45M","1.57%"
"Oct 09, 2019","73.30","74.07","74.62","73.25","5.86M","-0.31%"
"Oct 08, 2019","73.53","73.88","74.75","73.42","6.24M","-1.08%"
"Oct 07, 2019","74.33","74.72","75.27","74.08","5.80M","-0.44%"
"Oct 04, 2019","74.66","74.22","75.06","73.95","7.01M","1.10%"
"Oct 03, 2019","73.85","72.06","73.94","72.04","6.28M","2.38%"
"Oct 02, 2019","72.13","72.89","73.00","71.57","8.39M","-1.50%"
"Oct 01, 2019","73.23","75.89","76.03","72.94","10.93M","-3.29%"
"Sep 30, 2019","75.72","74.95","76.44","74.95","8.34M","1.16%"
"Sep 27, 2019","74.85","74.21","75.14","73.92","7.68M","1.11%"
"Sep 26, 2019","74.03","72.95","74.45","72.62","10.35M","2.69%"
"Sep 25, 2019","72.09","72.88","73.24","72.02","5.94M","-1.18%"
"Sep 24, 2019","72.95","73.83","73.83","72.17","8.23M","0.03%"
"Sep 23, 2019","72.93","72.33","73.78","72.05","8.26M","0.75%"
"Sep 20, 2019","72.39","72.00","73.00","72.00","13.10M","1.00%"
"Sep 19, 2019","71.67","71.40","71.91","71.21","5.55M","0.56%"
"Sep 18, 2019","71.27","71.68","71.82","70.81","6.26M","-0.46%"
"Sep 17, 2019","71.60","70.51","72.09","70.36","9.03M","1.45%"
"Sep 16, 2019","70.58","70.37","70.96","69.72","5.99M","0.10%"
"Sep 13, 2019","70.51","71.15","71.51","70.48","8.14M","-0.45%"
"Sep 12, 2019","70.83","70.76","71.17","70.19","9.56M","1.93%"
"Sep 11, 2019","69.49","68.38","69.74","68.06","8.37M","1.92%"
"Sep 10, 2019","68.18","66.07","68.18","65.65","12.16M","2.22%"
"Sep 09, 2019","66.70","67.96","68.00","66.31","10.31M","-1.36%"
"Sep 06, 2019","67.62","67.26","68.12","67.00","7.50M","0.88%"
"Sep 05, 2019","67.03","66.64","67.30","66.43","5.60M","0.98%"
"Sep 04, 2019","66.38","65.67","66.42","64.44","9.62M","1.50%"
"Sep 03, 2019","65.40","65.78","65.80","64.93","7.92M","-0.52%"
"Aug 30, 2019","65.74","66.40","66.43","65.49","6.42M","-0.72%"
"Aug 29, 2019","66.22","66.73","67.03","65.95","6.01M","0.23%"
"Aug 28, 2019","66.07","65.57","66.38","65.40","6.87M","0.61%"
"Aug 27, 2019","65.67","66.67","66.98","65.49","7.59M","-1.19%"
"Aug 26, 2019","66.46","66.43","66.93","66.08","4.84M","0.74%"
"Aug 23, 2019","65.97","67.28","67.79","65.48","8.91M","-2.30%"
"Aug 22, 2019","67.52","67.87","68.03","66.81","6.50M","-0.03%"
"Aug 21, 2019","67.54","67.34","67.92","66.60","7.62M","1.70%"
"Aug 20, 2019","66.41","67.38","68.46","66.33","12.04M","-0.23%"
"Aug 19, 2019","66.56","65.04","66.88","64.97","9.83M","3.31%"
"Aug 16, 2019","64.43","63.51","64.81","63.07","8.35M","2.30%"
"Aug 15, 2019","62.98","64.12","64.24","62.66","9.20M","-0.82%"
"Aug 14, 2019","63.50","64.50","64.99","63.50","9.37M","-2.32%"
"Aug 13, 2019","65.01","64.86","65.92","64.64","7.22M","0.74%"
"Aug 12, 2019","64.53","65.24","65.48","64.08","5.72M","-1.60%"
"Aug 09, 2019","65.58","65.37","66.87","64.29","10.89M","0.20%"
"Aug 08, 2019","65.45","64.79","65.45","64.33","7.43M","1.54%"
"Aug 07, 2019","64.46","64.38","64.90","63.31","10.53M","-0.48%"
"Aug 06, 2019","64.77","65.27","65.84","64.29","10.25M","-0.71%"
"Aug 05, 2019","65.23","64.98","66.12","64.54","11.62M","-0.18%"
"Aug 02, 2019","65.35","65.50","65.78","65.03","9.65M","-0.68%"
"Aug 01, 2019","65.80","66.93","67.20","65.11","13.11M","-1.23%"
"Jul 31, 2019","66.62","66.91","67.38","65.63","11.30M","-0.83%"
"Jul 30, 2019","67.18","66.92","67.53","66.26","8.14M","0.00%"
"Jul 29, 2019","67.18","67.87","68.41","66.88","10.12M","-0.86%"
"Jul 26, 2019","67.76","67.64","69.14","67.37","12.26M","1.65%"
"Jul 25, 2019","66.66","67.46","67.87","66.50","12.40M","-1.19%"
"Jul 24, 2019","67.46","67.77","67.89","66.76","12.60M","-0.40%"
"Jul 23, 2019","67.73","68.00","68.44","67.60","8.03M","-0.40%"
"Jul 22, 2019","68.00","68.50","68.75","67.84","9.96M","-0.79%"
"Jul 19, 2019","68.54","68.14","68.82","68.10","9.81M","0.42%"
"Jul 18, 2019","68.25","68.57","68.95","68.00","8.57M","-0.10%"
"Jul 17, 2019","68.32","69.33","69.86","68.31","12.21M","-1.21%"
"Jul 16, 2019","69.16","70.15","70.30","69.13","10.14M","-1.58%"
"Jul 15, 2019","70.27","70.31","71.02","69.70","10.25M","-0.01%"
"Jul 12, 2019","70.28","70.30","70.30","68.54","12.90M","-1.35%"
"Jul 11, 2019","71.24","72.30","72.40","69.85","13.00M","-0.57%"
"Jul 10, 2019","71.65","71.58","71.74","70.96","9.17M","0.58%"
"Jul 09, 2019","71.24","71.18","72.45","70.89","11.83M","0.03%"
"Jul 08, 2019","71.22","72.52","73.00","70.88","13.49M","-2.42%"
"Jul 05, 2019","72.99","74.65","74.79","72.61","10.85M","-2.63%"
"Jul 03, 2019","74.96","74.35","74.97","73.78","7.43M","0.98%"
"Jul 02, 2019","74.23","73.20","74.25","72.32","12.86M","1.13%"
"Jul 01, 2019","73.40","73.50","73.85","72.28","18.11M","0.94%"
"Jun 28, 2019","72.72","70.58","72.74","70.33","21.38M","3.89%"
"Jun 27, 2019","70.00","68.16","70.60","68.10","22.13M","2.94%"
"Jun 26, 2019","68.00","67.24","68.41","66.80","42.09M","3.50%"
"Jun 25, 2019","65.70","70.47","70.67","65.06","90.13M","-16.25%"
"Jun 24, 2019","78.45","78.41","79.31","77.85","5.18M","-0.42%"
"Jun 21, 2019","78.78","78.15","79.08","76.43","10.52M","0.56%"
"Jun 20, 2019","78.34","78.24","79.17","78.08","5.35M","0.94%"
"Jun 19, 2019","77.61","78.40","78.48","77.29","6.15M","-0.82%"
"Jun 18, 2019","78.25","78.88","79.20","77.01","5.43M","-0.51%"
"Jun 17, 2019","78.65","78.40","79.05","78.40","3.08M","-0.05%"
"Jun 14, 2019","78.69","78.95","79.34","78.21","4.08M","-0.33%"
"Jun 13, 2019","78.95","78.93","79.20","78.30","2.93M","0.48%"
"Jun 12, 2019","78.57","78.25","79.25","78.18","4.17M","0.51%"
"Jun 11, 2019","78.17","77.49","78.90","77.49","4.21M","1.59%"
"Jun 10, 2019","76.95","77.46","77.75","76.60","3.97M","-0.62%"
"Jun 07, 2019","77.43","77.49","78.38","77.08","4.83M","0.47%"
"Jun 06, 2019","77.07","77.16","77.72","76.86","4.03M","0.01%"
"Jun 05, 2019","77.06","77.41","78.17","76.66","3.80M","0.40%"
"Jun 04, 2019","76.75","76.14","77.44","75.90","6.45M","1.39%"
"Jun 03, 2019","75.70","76.63","76.84","73.81","8.43M","-1.32%"
"May 31, 2019","76.71","77.31","77.57","76.40","4.00M","-1.16%"
"May 30, 2019","77.61","78.52","78.59","77.13","3.53M","-0.58%"
"May 29, 2019","78.06","77.57","78.28","77.10","4.18M","0.04%"
"May 28, 2019","78.03","80.00","80.10","77.92","6.56M","-2.54%"
"May 24, 2019","80.06","81.09","81.10","79.87","3.87M","-1.34%"
"May 23, 2019","81.15","80.39","81.63","80.32","3.30M","-0.54%"
"May 22, 2019","81.59","80.51","81.75","79.88","4.22M","0.88%"
"May 21, 2019","80.88","80.33","81.50","80.32","4.84M","1.33%"
"May 20, 2019","79.82","79.02","80.39","78.91","4.40M","0.45%"
"May 17, 2019","79.46","78.53","80.08","78.02","4.76M","-0.05%"
"May 16, 2019","79.50","78.98","80.75","78.71","5.40M","0.91%"
"May 15, 2019","78.78","78.51","79.15","77.48","4.80M","0.43%"
"May 14, 2019","78.44","77.16","79.36","77.00","6.37M","2.04%"
"May 13, 2019","76.87","76.30","77.30","76.17","3.86M","-0.75%"
"May 10, 2019","77.45","77.45","77.73","75.62","4.73M","-0.59%"
"May 09, 2019","77.91","77.51","78.13","76.73","3.79M","-0.10%"
"May 08, 2019","77.99","77.95","78.89","77.32","3.82M","0.05%"
"May 07, 2019","77.95","78.60","78.99","77.17","4.28M","-1.65%"
"May 06, 2019","79.26","77.75","79.52","77.34","5.41M","0.70%"
"May 03, 2019","78.71","78.72","78.80","78.25","4.53M","0.31%"
"May 02, 2019","78.47","78.73","78.78","77.60","5.21M","-0.53%"
"May 01, 2019","78.89","79.60","79.68","78.61","5.23M","-0.63%"
"Apr 30, 2019","79.39","80.68","80.69","78.68","9.37M","-1.13%"
"Apr 29, 2019","80.30","80.46","80.98","79.91","6.44M","0.75%"
"Apr 26, 2019","79.70","79.67","80.65","79.40","5.79M","0.45%"
"Apr 25, 2019","79.34","80.05","80.47","76.91","10.44M","0.85%"
"Apr 24, 2019","78.67","79.23","79.59","78.44","7.06M","0.01%"
"Apr 23, 2019","78.66","78.15","79.66","77.75","9.92M","0.65%"
"Apr 22, 2019","78.15","77.60","79.10","77.50","5.36M","0.75%"
"Apr 18, 2019","77.57","78.06","78.21","76.81","7.79M","-0.53%"
"Apr 17, 2019","77.98","80.10","80.20","77.55","6.82M","-2.78%"
"Apr 16, 2019","80.21","81.11","81.30","80.02","3.62M","-1.01%"
"Apr 15, 2019","81.03","80.96","81.50","80.37","3.50M","0.31%"
"Apr 12, 2019","80.78","80.67","81.81","79.84","5.01M","-1.21%"
"Apr 11, 2019","81.77","83.20","83.25","81.23","9.09M","-1.42%"
"Apr 10, 2019","82.95","83.20","83.38","82.60","3.64M","0.31%"
"Apr 09, 2019","82.69","83.77","83.78","82.50","3.71M","-1.54%"
"Apr 08, 2019","83.98","83.70","84.00","82.78","3.50M","0.64%"
"Apr 05, 2019","83.45","82.82","84.18","82.67","4.00M","0.77%"
"Apr 04, 2019","82.81","83.04","83.38","82.06","4.83M","-0.32%"
"Apr 03, 2019","83.08","83.62","84.73","82.79","6.08M","0.01%"
"Apr 02, 2019","83.07","80.89","83.49","80.80","6.36M","2.83%"
"Apr 01, 2019","80.78","80.98","81.11","79.97","4.76M","0.24%"
"Mar 29, 2019","80.59","80.08","80.90","79.96","7.11M","0.79%"
"Mar 28, 2019","79.96","80.33","80.49","79.50","3.08M","0.09%"
"Mar 27, 2019","79.89","81.00","81.00","79.80","4.01M","-1.08%"
"Mar 26, 2019","80.76","79.85","81.19","79.80","4.92M","1.57%"
"Mar 25, 2019","79.51","79.50","80.04","78.41","4.01M","-0.31%"
"Mar 22, 2019","79.76","80.78","81.99","79.69","4.99M","-1.82%"
"Mar 21, 2019","81.24","79.88","81.31","79.26","5.16M","1.01%"
"Mar 20, 2019","80.43","80.72","80.91","80.06","5.36M","-0.48%"
"Mar 19, 2019","80.82","80.33","81.29","79.51","6.34M","0.21%"
"Mar 18, 2019","80.65","81.34","81.75","80.28","5.55M","-0.85%"
"Mar 15, 2019","81.34","80.06","81.46","79.11","12.75M","1.74%"
"Mar 14, 2019","79.95","79.00","80.40","78.41","6.16M","1.29%"
"Mar 13, 2019","78.93","78.92","79.30","78.15","5.98M","0.24%"
"Mar 12, 2019","78.74","78.48","79.14","78.05","6.13M","0.85%"
"Mar 11, 2019","78.08","77.57","78.31","77.27","8.08M","0.64%"
"Mar 08, 2019","77.58","77.67","78.04","77.09","6.19M","-0.84%"
"Mar 07, 2019","78.24","77.77","79.12","77.44","6.64M","0.19%"
"Mar 06, 2019","78.09","79.13","79.13","77.56","5.29M","-1.04%"
"Mar 05, 2019","78.91","79.38","79.90","78.72","5.93M","-0.69%"
"Mar 04, 2019","79.46","80.40","80.73","79.11","5.87M","-0.80%"
"Mar 01, 2019","80.10","79.77","80.85","79.28","8.57M","1.09%"
"Feb 28, 2019","79.24","79.46","79.71","78.75","6.31M","-0.21%"
"Feb 27, 2019","79.41","80.14","80.14","78.80","4.18M","-1.37%"
"Feb 26, 2019","80.51","80.20","80.86","80.02","4.28M","0.27%"
"Feb 25, 2019","80.29","80.46","80.62","79.88","5.51M","0.34%"
"Feb 22, 2019","80.02","79.16","80.19","78.24","5.02M","1.61%"
"Feb 21, 2019","78.75","79.74","79.91","78.10","6.36M","-1.55%"
"Feb 20, 2019","79.99","80.53","80.60","79.14","5.56M","-0.66%"
"Feb 19, 2019","80.52","80.50","81.52","80.23","5.67M","-0.41%"
"Feb 15, 2019","80.85","81.13","81.70","80.16","6.30M","0.41%"
"Feb 14, 2019","80.52","80.45","80.68","79.72","3.44M","-0.33%"
"Feb 13, 2019","80.79","80.34","81.32","80.29","4.24M","1.08%"
"Feb 12, 2019","79.93","79.99","80.12","78.57","6.62M","0.20%"
"Feb 11, 2019","79.77","79.89","80.18","79.17","4.80M","0.13%"
"Feb 08, 2019","79.67","79.03","79.86","78.89","4.60M","0.63%"
"Feb 07, 2019","79.17","78.35","79.22","77.81","5.88M","0.11%"
"Feb 06, 2019","79.08","79.60","79.89","78.79","4.91M","-0.77%"
"Feb 05, 2019","79.69","78.56","80.06","78.22","7.97M","1.48%"
"Feb 04, 2019","78.53","80.30","80.36","77.52","10.21M","-2.45%"
"Feb 01, 2019","80.50","80.25","80.73","79.11","6.76M","0.26%"
"Jan 31, 2019","80.29","78.95","81.31","78.71","11.56M","1.56%"
"Jan 30, 2019","79.06","77.69","79.19","76.98","9.28M","2.05%"
"Jan 29, 2019","77.47","77.03","78.16","75.77","13.91M","0.43%"
"Jan 28, 2019","77.14","80.00","80.10","76.68","14.72M","-4.22%"
"Jan 25, 2019","80.54","82.51","82.61","79.43","21.35M","-6.22%"
"Jan 24, 2019","85.88","88.33","88.44","85.10","8.37M","-2.91%"
"Jan 23, 2019","88.45","88.84","89.28","87.70","4.97M","-0.24%"
"Jan 22, 2019","88.66","88.86","89.36","87.90","5.66M","-0.94%"
"Jan 18, 2019","89.50","88.45","89.79","86.92","6.19M","2.64%"
"Jan 17, 2019","87.20","85.54","87.69","85.42","6.44M","1.93%"
"Jan 16, 2019","85.55","85.66","86.39","85.45","4.93M","0.06%"
"Jan 15, 2019","85.50","84.93","85.68","84.45","7.30M","0.87%"
"Jan 14, 2019","84.76","86.97","86.97","84.49","6.37M","-4.02%"
"Jan 11, 2019","88.31","87.54","88.31","87.54","5.32M","0.12%"
"Jan 10, 2019","88.20","87.88","88.88","87.12","6.53M","0.44%"
"Jan 09, 2019","87.81","90.88","91.39","87.46","9.97M","-3.28%"
"Jan 08, 2019","90.79","91.20","92.30","90.40","7.48M","0.46%"
"Jan 07, 2019","90.37","90.07","90.76","89.20","7.28M","1.46%"
"Jan 04, 2019","89.07","87.75","89.14","86.27","8.91M","3.22%"
"Jan 03, 2019","86.29","88.64","88.80","86.08","7.65M","-3.29%"
"Jan 02, 2019","89.23","91.24","91.26","88.42","6.91M","-3.21%"
"Dec 31, 2018","92.19","91.60","92.99","91.23","5.72M","1.17%"
"Dec 28, 2018","91.12","90.09","92.82","90.00","6.04M","1.35%"
"Dec 27, 2018","89.91","87.95","89.93","86.86","7.27M","0.98%"
"Dec 26, 2018","89.04","84.74","89.09","84.62","6.23M","5.80%"
"Dec 24, 2018","84.16","84.85","86.44","83.60","5.10M","-0.89%"
"Dec 21, 2018","84.92","84.63","88.71","83.22","16.04M","-0.53%"
"Dec 20, 2018","85.37","82.99","86.48","82.41","9.45M","2.22%"
"Dec 19, 2018","83.52","84.33","86.30","82.65","5.51M","-0.07%"
"Dec 18, 2018","83.58","85.46","85.50","82.80","5.29M","-1.59%"
"Dec 17, 2018","84.93","85.07","86.88","84.20","5.96M","-0.79%"
"Dec 14, 2018","85.61","86.80","87.16","85.08","5.46M","-2.39%"
"Dec 13, 2018","87.71","89.37","89.99","87.37","4.08M","-1.00%"
"Dec 12, 2018","88.60","89.32","90.17","88.36","4.19M","0.49%"
"Dec 11, 2018","88.17","88.62","89.44","86.66","5.10M","0.64%"
"Dec 10, 2018","87.61","86.67","87.88","84.60","5.23M","0.75%"
"Dec 07, 2018","86.96","89.93","90.00","86.37","6.74M","-3.73%"
"Dec 06, 2018","90.33","89.70","90.48","87.17","8.73M","-0.24%"
"Dec 04, 2018","90.55","93.92","94.98","90.40","7.01M","-3.32%"
"Dec 03, 2018","93.66","94.32","94.72","92.82","6.67M","-0.65%"
"Nov 30, 2018","94.27","90.26","94.27","89.87","12.03M","4.85%"
"Nov 29, 2018","89.91","89.01","90.33","88.36","3.84M","1.09%"
"Nov 28, 2018","88.94","88.04","88.96","86.56","3.95M","1.44%"
